Organism Group,Name,Name Link,Taxonomy Link,Growth Media Links,External Links
Bacterium,Paenibacillus chibensis DSM 329,/strains/view/DSM 329,/taxonomy?level=species&item=Paenibacillus chibensis,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-329', 'https://bacdive.dsmz.de/strain/11544']"
Bacterium,Azotobacter vinelandii DSM 332,/strains/view/DSM 332,/taxonomy?level=species&item=Azotobacter vinelandii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-332', 'https://bacdive.dsmz.de/strain/12740']"
Bacterium,Priestia megaterium DSM 333,/strains/view/DSM 333,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-333', 'https://bacdive.dsmz.de/strain/714']"
Bacterium,Ancylobacter aquaticus DSM 334,/strains/view/DSM 334,/taxonomy?level=species&item=Ancylobacter aquaticus,"['/medium/7', '/medium/81', '/medium/428', '/medium/J349']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-334', 'https://bacdive.dsmz.de/strain/17382']"
Bacterium,Brevibacillus laterosporus DSM 335,/strains/view/DSM 335,/taxonomy?level=species&item=Brevibacillus laterosporus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-335', 'https://bacdive.dsmz.de/strain/11406']"
Bacterium,Priestia megaterium DSM 337,/strains/view/DSM 337,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-337', 'https://bacdive.dsmz.de/strain/715']"
Bacterium,Xanthobacter flavus DSM 338,/strains/view/DSM 338,/taxonomy?level=species&item=Xanthobacter flavus,"['/medium/1', '/medium/81', '/medium/428', '/medium/J74']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-338', 'https://bacdive.dsmz.de/strain/17428']"
Bacterium,Priestia megaterium DSM 339,/strains/view/DSM 339,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-339', 'https://bacdive.dsmz.de/strain/716']"
Bacterium,Clavibacter insidiosus DSM 340,/strains/view/DSM 340,/taxonomy?level=species&item=Clavibacter insidiosus,['/medium/53'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-340', 'https://bacdive.dsmz.de/strain/7285']"
Bacterium,Pseudarthrobacter polychromogenes DSM 342,/strains/view/DSM 342,/taxonomy?level=species&item=Pseudarthrobacter polychromogenes,"['/medium/53', '/medium/J22', '/medium/J26']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-342', 'https://bacdive.dsmz.de/strain/7532']"
Bacterium,Priestia megaterium DSM 344,/strains/view/DSM 344,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-344', 'https://bacdive.dsmz.de/strain/720']"
Bacterium,Bacillus cereus DSM 345,/strains/view/DSM 345,/taxonomy?level=species&item=Bacillus cereus,"['/medium/1', '/medium/92', '/medium/693']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-345', 'https://bacdive.dsmz.de/strain/605']"
Bacterium,Staphylococcus aureus DSM 346,/strains/view/DSM 346,/taxonomy?level=species&item=Staphylococcus aureus,"['/medium/92', '/medium/693', '/medium/J22', '/medium/J27']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-346', 'https://bacdive.dsmz.de/strain/14445']"
Bacterium,Bacillus spizizenii DSM 347,/strains/view/DSM 347,/taxonomy?level=species&item=Bacillus spizizenii,"['/medium/1', '/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-347', 'https://bacdive.dsmz.de/strain/1187']"
Bacterium,Kocuria rhizophila DSM 348,/strains/view/DSM 348,/taxonomy?level=species&item=Kocuria rhizophila,"['/medium/1', '/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-348', 'https://bacdive.dsmz.de/strain/7646']"
Bacterium,Bacillus thuringiensis DSM 350,/strains/view/DSM 350,/taxonomy?level=species&item=Bacillus thuringiensis,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-350', 'https://bacdive.dsmz.de/strain/1005']"
Bacterium,Bacillus cereus DSM 351,/strains/view/DSM 351,/taxonomy?level=species&item=Bacillus cereus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-351', 'https://bacdive.dsmz.de/strain/606']"
Bacterium,Bacillus sp. DSM 352,/strains/view/DSM 352,/taxonomy?level=species&item=Bacillus sp.,['/medium/12'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-352', 'https://bacdive.dsmz.de/strain/824']"
Bacterium,Bacillus pumilus DSM 354,/strains/view/DSM 354,/taxonomy?level=species&item=Bacillus pumilus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-354', 'https://bacdive.dsmz.de/strain/749']"
Bacterium,Bacillus pumilus DSM 355,/strains/view/DSM 355,/taxonomy?level=species&item=Bacillus pumilus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-355', 'https://bacdive.dsmz.de/strain/750']"
Bacterium,Paenibacillus polymyxa DSM 356,/strains/view/DSM 356,/taxonomy?level=species&item=Paenibacillus polymyxa,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-356', 'https://bacdive.dsmz.de/strain/11481']"
Bacterium,Paenibacillus macerans DSM 357,/strains/view/DSM 357,/taxonomy?level=species&item=Paenibacillus macerans,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-357', 'https://bacdive.dsmz.de/strain/11472']"
Bacterium,Cytobacillus firmus DSM 359,/strains/view/DSM 359,/taxonomy?level=species&item=Cytobacillus firmus,"['/medium/1', '/medium/J74']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-359', 'https://bacdive.dsmz.de/strain/673']"
Bacterium,Bacillus cereus DSM 360,/strains/view/DSM 360,/taxonomy?level=species&item=Bacillus cereus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-360', 'https://bacdive.dsmz.de/strain/607']"
Bacterium,Bacillus pumilus DSM 361,/strains/view/DSM 361,/taxonomy?level=species&item=Bacillus pumilus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-361', 'https://bacdive.dsmz.de/strain/751']"
Bacterium,Brevibacillus parabrevis DSM 362,/strains/view/DSM 362,/taxonomy?level=species&item=Brevibacillus parabrevis,"['/medium/1', '/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-362', 'https://bacdive.dsmz.de/strain/11410']"
Bacterium,Rhodococcus rhodochrous DSM 363,/strains/view/DSM 363,/taxonomy?level=species&item=Rhodococcus rhodochrous,"['/medium/535', '/medium/J26', '/medium/J43', '/medium/J57']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-363', 'https://bacdive.dsmz.de/strain/10897']"
Bacterium,Rhodococcus sp. DSM 364,/strains/view/DSM 364,/taxonomy?level=species&item=Rhodococcus sp.,['/medium/65'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-364', 'https://bacdive.dsmz.de/strain/10957']"
Bacterium,Paenibacillus polymyxa DSM 365,/strains/view/DSM 365,/taxonomy?level=species&item=Paenibacillus polymyxa,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-365', 'https://bacdive.dsmz.de/strain/11482']"
Bacterium,Azotobacter vinelandii DSM 366,/strains/view/DSM 366,/taxonomy?level=species&item=Azotobacter vinelandii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-366', 'https://bacdive.dsmz.de/strain/12741']"
Bacterium,Azotobacter chroococcum DSM 368,/strains/view/DSM 368,/taxonomy?level=species&item=Azotobacter chroococcum,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-368', 'https://bacdive.dsmz.de/strain/12730']"
Bacterium,Azotobacter chroococcum DSM 369,/strains/view/DSM 369,/taxonomy?level=species&item=Azotobacter chroococcum,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-369', 'https://bacdive.dsmz.de/strain/12731']"
Bacterium,Brevibacillus parabrevis DSM 370,/strains/view/DSM 370,/taxonomy?level=species&item=Brevibacillus parabrevis,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-370', 'https://bacdive.dsmz.de/strain/11411']"
Bacterium,Paenibacillus polymyxa DSM 372,/strains/view/DSM 372,/taxonomy?level=species&item=Paenibacillus polymyxa,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-372', 'https://bacdive.dsmz.de/strain/11483']"
Bacterium,Azotobacter beijerinckii DSM 373,/strains/view/DSM 373,/taxonomy?level=species&item=Azotobacter beijerinckii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-373', 'https://bacdive.dsmz.de/strain/12724']"
Bacterium,Azotobacter chroococcum DSM 374,/strains/view/DSM 374,/taxonomy?level=species&item=Azotobacter chroococcum,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-374', 'https://bacdive.dsmz.de/strain/12732']"
Bacterium,Azomonas agilis DSM 375,/strains/view/DSM 375,/taxonomy?level=species&item=Azomonas agilis,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-375', 'https://bacdive.dsmz.de/strain/12717']"
Bacterium,Azorhizophilus paspali DSM 376,/strains/view/DSM 376,/taxonomy?level=species&item=Azorhizophilus paspali,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-376', 'https://bacdive.dsmz.de/strain/12703']"
Bacterium,Azotobacter beijerinckii DSM 378,/strains/view/DSM 378,/taxonomy?level=species&item=Azotobacter beijerinckii,"['/medium/441', '/medium/J346']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-378', 'https://bacdive.dsmz.de/strain/12725']"
Bacterium,Azotobacter chroococcum DSM 379,/strains/view/DSM 379,/taxonomy?level=species&item=Azotobacter chroococcum,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-379', 'https://bacdive.dsmz.de/strain/12733']"
Bacterium,Azotobacter beijerinckii DSM 381,/strains/view/DSM 381,/taxonomy?level=species&item=Azotobacter beijerinckii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-381', 'https://bacdive.dsmz.de/strain/12726']"
Bacterium,Azotobacter vinelandii DSM 382,/strains/view/DSM 382,/taxonomy?level=species&item=Azotobacter vinelandii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-382', 'https://bacdive.dsmz.de/strain/12742']"
Bacterium,Bacillus mycoides DSM 384,/strains/view/DSM 384,/taxonomy?level=species&item=Bacillus mycoides,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-384', 'https://bacdive.dsmz.de/strain/744']"
Bacterium,Azorhizophilus paspali DSM 388,/strains/view/DSM 388,/taxonomy?level=species&item=Azorhizophilus paspali,"['/medium/3', '/medium/441?strain=249']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-388', 'https://bacdive.dsmz.de/strain/12704']"
Bacterium,Azotobacter vinelandii DSM 389,/strains/view/DSM 389,/taxonomy?level=species&item=Azotobacter vinelandii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-389', 'https://bacdive.dsmz.de/strain/12743']"
Bacterium,Azotobacter vinelandii DSM 390,/strains/view/DSM 390,/taxonomy?level=species&item=Azotobacter vinelandii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-390', 'https://bacdive.dsmz.de/strain/12744']"
Bacterium,Azorhizophilus paspali DSM 391,/strains/view/DSM 391,/taxonomy?level=species&item=Azorhizophilus paspali,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-391', 'https://bacdive.dsmz.de/strain/12705']"
Bacterium,Bacillus licheniformis DSM 392,/strains/view/DSM 392,/taxonomy?level=species&item=Bacillus licheniformis,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-392', 'https://bacdive.dsmz.de/strain/684']"
Bacterium,Azotobacter chroococcum DSM 393,/strains/view/DSM 393,/taxonomy?level=species&item=Azotobacter chroococcum,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-393', 'https://bacdive.dsmz.de/strain/12734']"
Bacterium,Bacillus licheniformis DSM 394,/strains/view/DSM 394,/taxonomy?level=species&item=Bacillus licheniformis,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-394', 'https://bacdive.dsmz.de/strain/685']"
Bacterium,Azotobacter vinelandii DSM 395,/strains/view/DSM 395,/taxonomy?level=species&item=Azotobacter vinelandii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-395', 'https://bacdive.dsmz.de/strain/12745']"
Bacterium,Lysinibacillus sphaericus DSM 396,/strains/view/DSM 396,/taxonomy?level=species&item=Lysinibacillus sphaericus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-396', 'https://bacdive.dsmz.de/strain/1526']"
Bacterium,Azotobacter chroococcum DSM 398,/strains/view/DSM 398,/taxonomy?level=species&item=Azotobacter chroococcum,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-398', 'https://bacdive.dsmz.de/strain/12735']"
Bacterium,Azotobacter vinelandii DSM 399,/strains/view/DSM 399,/taxonomy?level=species&item=Azotobacter vinelandii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-399', 'https://bacdive.dsmz.de/strain/12746']"
Bacterium,Azorhizophilus paspali DSM 400,/strains/view/DSM 400,/taxonomy?level=species&item=Azorhizophilus paspali,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-400', 'https://bacdive.dsmz.de/strain/12706']"
Bacterium,Bacillus subtilis DSM 402,/strains/view/DSM 402,/taxonomy?level=species&item=Bacillus subtilis,"['/medium/1', '/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-402', 'https://bacdive.dsmz.de/strain/1156']"
Bacterium,Bacillus sp. DSM 405,/strains/view/DSM 405,/taxonomy?level=species&item=Bacillus sp.,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-405', 'https://bacdive.dsmz.de/strain/825']"
Bacterium,Bacillus sp. DSM 406,/strains/view/DSM 406,/taxonomy?level=species&item=Bacillus sp.,"['/medium/1', '/medium/J75']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-406', 'https://bacdive.dsmz.de/strain/826']"
Bacterium,Bacillus sp. DSM 411,/strains/view/DSM 411,/taxonomy?level=species&item=Bacillus sp.,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-411', 'https://bacdive.dsmz.de/strain/827']"
Bacterium,Paracoccus denitrificans DSM 413,/strains/view/DSM 413,/taxonomy?level=species&item=Paracoccus denitrificans,"['/medium/1', '/medium/81', '/medium/J22', '/medium/830']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-413', 'https://bacdive.dsmz.de/strain/13693']"
Bacterium,Paracoccus pantotrophus DSM 415,/strains/view/DSM 415,/taxonomy?level=species&item=Paracoccus pantotrophus,"['/medium/1', '/medium/81']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-415', 'https://bacdive.dsmz.de/strain/13694']"
Bacterium,Cupriavidus necator DSM 416,/strains/view/DSM 416,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/55']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-416', 'https://bacdive.dsmz.de/strain/2005']"
Bacterium,Cupriavidus necator DSM 418,/strains/view/DSM 418,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/55']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-418', 'https://bacdive.dsmz.de/strain/2006']"
Bacterium,Paenarthrobacter ureafaciens DSM 419,/strains/view/DSM 419,/taxonomy?level=species&item=Paenarthrobacter ureafaciens,"['/medium/53', '/medium/J475']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-419', 'https://bacdive.dsmz.de/strain/7570']"
Bacterium,Paenarthrobacter nicotinovorans DSM 420,/strains/view/DSM 420,/taxonomy?level=species&item=Paenarthrobacter nicotinovorans,"['/medium/53', '/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-420', 'https://bacdive.dsmz.de/strain/7576']"
Bacterium,Cupriavidus necator DSM 422,/strains/view/DSM 422,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/55']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-422', 'https://bacdive.dsmz.de/strain/2007']"
Bacterium,Escherichia coli DSM 423,/strains/view/DSM 423,/taxonomy?level=species&item=Escherichia coli,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-423', 'https://bacdive.dsmz.de/strain/4411']"
Bacterium,Zymomonas mobilis DSM 424,/strains/view/DSM 424,/taxonomy?level=species&item=Zymomonas mobilis,"['/medium/10?strain=273', '/medium/J247']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-424', 'https://bacdive.dsmz.de/strain/14289']"
Bacterium,Flavobacterium sp. DSM 425,/strains/view/DSM 425,/taxonomy?level=species&item=Flavobacterium sp.,"['/medium/67', '/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-425', 'https://bacdive.dsmz.de/strain/5514']"
Bacterium,Escherichia coli DSM 426,/strains/view/DSM 426,/taxonomy?level=species&item=Escherichia coli,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-426', 'https://bacdive.dsmz.de/strain/4412']"
Bacterium,Cupriavidus necator DSM 428,/strains/view/DSM 428,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1', '/medium/81', '/medium/J27']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-428', 'https://bacdive.dsmz.de/strain/2008']"
Bacterium,Escherichia coli DSM 429,/strains/view/DSM 429,/taxonomy?level=species&item=Escherichia coli,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-429', 'https://bacdive.dsmz.de/strain/4413']"
Bacterium,Cupriavidus necator DSM 430,/strains/view/DSM 430,/taxonomy?level=species&item=Cupriavidus necator,"['/medium/1?strain=278', '/medium/81?strain=278']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-430', 'https://bacdive.dsmz.de/strain/2009']"
Bacterium,Xanthobacter autotrophicus DSM 431,/strains/view/DSM 431,/taxonomy?level=species&item=Xanthobacter autotrophicus,"['/medium/1', '/medium/81', '/medium/428', '/medium/J74']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-431', 'https://bacdive.dsmz.de/strain/17419']"
Bacterium,Xanthobacter autotrophicus DSM 432,/strains/view/DSM 432,/taxonomy?level=species&item=Xanthobacter autotrophicus,"['/medium/1', '/medium/81', '/medium/428', '/medium/J74']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-432', 'https://bacdive.dsmz.de/strain/17420']"
Bacterium,Brevibacterium iodinum DSM 433,/strains/view/DSM 433,/taxonomy?level=species&item=Brevibacterium iodinum,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-433', 'https://bacdive.dsmz.de/strain/1839']"
Bacterium,Myxococcus fulvus DSM 434,/strains/view/DSM 434,/taxonomy?level=species&item=Myxococcus fulvus,"['/medium/9', '/medium/67']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-434', 'https://bacdive.dsmz.de/strain/9592']"
Bacterium,Myxococcus xanthus DSM 435,/strains/view/DSM 435,/taxonomy?level=species&item=Myxococcus xanthus,"['/medium/1118?strain=283', '/medium/9?strain=283']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-435', 'https://bacdive.dsmz.de/strain/9981']"
Bacterium,Chondromyces apiculatus DSM 436,/strains/view/DSM 436,/taxonomy?level=species&item=Chondromyces apiculatus,['/medium/9'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-436', 'https://bacdive.dsmz.de/strain/12012']"
Bacterium,Pseudomonas putida DSM 437,/strains/view/DSM 437,/taxonomy?level=species&item=Pseudomonas putida,['/medium/1a'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-437', 'https://bacdive.dsmz.de/strain/12873']"
Bacterium,Sporolactobacillus laevolacticus DSM 442,/strains/view/DSM 442,/taxonomy?level=species&item=Sporolactobacillus laevolacticus,"['/medium/8', '/medium/J77', '/medium/220']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-442', 'https://bacdive.dsmz.de/strain/14385']"
Bacterium,Sporolactobacillus laevolacticus DSM 444,/strains/view/DSM 444,/taxonomy?level=species&item=Sporolactobacillus laevolacticus,"['/medium/8', '/medium/830', '/medium/J77']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-444', 'https://bacdive.dsmz.de/strain/14386']"
Bacterium,Bacillus sp. DSM 445,/strains/view/DSM 445,/taxonomy?level=species&item=Bacillus sp.,['/medium/8'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-445', 'https://bacdive.dsmz.de/strain/828']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,/strains/view/DSM 446,/taxonomy?level=species&item=Alicyclobacillus acidocaldarius,"['/medium/402?strain=289', '/medium/J101']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-446', 'https://bacdive.dsmz.de/strain/416']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 448,/strains/view/DSM 448,/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['/medium/402?strain=290'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-448', 'https://bacdive.dsmz.de/strain/417']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 449,/strains/view/DSM 449,/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['/medium/402?strain=291'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-449', 'https://bacdive.dsmz.de/strain/418']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 451,/strains/view/DSM 451,/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['/medium/402?strain=292'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-451', 'https://bacdive.dsmz.de/strain/419']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 452,/strains/view/DSM 452,/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['/medium/402?strain=293'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-452', 'https://bacdive.dsmz.de/strain/420']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 453,/strains/view/DSM 453,/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,"['/medium/402?strain=294', '/medium/J101']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-453', 'https://bacdive.dsmz.de/strain/421']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 454,/strains/view/DSM 454,/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['/medium/402?strain=295'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-454', 'https://bacdive.dsmz.de/strain/422']"
Bacterium,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 455,/strains/view/DSM 455,/taxonomy?level=species&item=Alicyclobacillus acidocaldarius subsp. acidocaldarius,['/medium/402?strain=296'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-455', 'https://bacdive.dsmz.de/strain/423']"
Bacterium,Geobacillus stearothermophilus DSM 456,/strains/view/DSM 456,/taxonomy?level=species&item=Geobacillus stearothermophilus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-456', 'https://bacdive.dsmz.de/strain/1411']"
Bacterium,Geobacillus stearothermophilus DSM 457,/strains/view/DSM 457,/taxonomy?level=species&item=Geobacillus stearothermophilus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-457', 'https://bacdive.dsmz.de/strain/1412']"
Bacterium,Geobacillus stearothermophilus DSM 458,/strains/view/DSM 458,/taxonomy?level=species&item=Geobacillus stearothermophilus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-458', 'https://bacdive.dsmz.de/strain/1413']"
Bacterium,Bacillus smithii DSM 459,/strains/view/DSM 459,/taxonomy?level=species&item=Bacillus smithii,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-459', 'https://bacdive.dsmz.de/strain/810']"
Bacterium,Bacillus smithii DSM 460,/strains/view/DSM 460,/taxonomy?level=species&item=Bacillus smithii,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-460', 'https://bacdive.dsmz.de/strain/811']"
Bacterium,Lysinibacillus sphaericus DSM 461,/strains/view/DSM 461,/taxonomy?level=species&item=Lysinibacillus sphaericus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-461', 'https://bacdive.dsmz.de/strain/1523']"
